Sat.EarthMJ2000Eq.VX      Sat.EarthMJ2000Eq.VY      Sat.EarthMJ2000Eq.VZ      Sat.EarthMJ2000Eq.X       Sat.EarthMJ2000Eq.Y       Sat.EarthMJ2000Eq.Z       Sat.UTCGregorian           
-1.186143816656385        1.85526743857933          -0.0002820870654608165    54599.23739176588         133485.3882799191         -21.39668402581638        15 Oct 2022 15:00:00.000   
-1.2218599068524          1.834786163429952         -0.0002785892565254604    51347.99698871192         138466.6680174741         -22.15354768147577        15 Oct 2022 15:45:00.000   
-1.255732297804466        1.815617144349672         -0.0002753120335060456    48002.85282761003         143394.4149690804         -22.90126459438034        15 Oct 2022 16:30:00.000   
-1.287935313635182        1.797776189121981         -0.0002722565156035397    44568.54463539112         148272.1961745522         -23.64043224432038        15 Oct 2022 17:15:00.000   
-1.318630527647518        1.781268409515241         -0.0002694222410961914    41049.35878871702         153103.606518833          -24.37164893732238        15 Oct 2022 18:00:00.000   
-1.347967289190904        1.766089879708737         -0.0002668074236851735    37449.16204382765         157892.2421373211         -25.09550989049868        15 Oct 2022 18:45:00.000   
-1.376083301812749        1.752229100686354         -0.0002644091780133565    33771.43377000579         162641.6780329516         -25.81260396674129        15 Oct 2022 19:30:00.000   
-1.403105234104301        1.739668288267233         -0.0002622237172770107    30019.29657412143         167355.4494051571         -26.52351098000169        15 Oct 2022 20:15:00.000   
-1.429149348092783        1.728384501637734         -0.0002602465256911251    26195.54524914722         172037.0362374969         -27.22879949957304        15 Oct 2022 21:00:00.000   
-1.454322132978862        1.718350628293785         -0.0002584725083903924    22302.67401635298         176689.8507350122         -27.92902508900684        15 Oct 2022 21:45:00.000   
-1.478720934525372        1.709536240256282         -0.0002568961211597071    18342.90206035188         181317.227243921          -28.62472892201491        15 Oct 2022 22:30:00.000   
-1.502434572522176        1.701908335330809         -0.0002555114821982199    14318.19737940323         185922.4143249308         -29.31643672391434        15 Oct 2022 23:15:00.000   
-1.525543940531439        1.6954319760816           -0.0002543124679348923    10230.29899135575         190508.5686871392         -30.00465799287122        16 Oct 2022 00:00:00.000   
-1.548122583601801        1.690070838104815         -0.0002532927947351094    6080.737549198619         195078.7507222306         -30.68988546040487        16 Oct 2022 00:45:00.000   
-1.57023725086884         1.685787678136857         -0.0002524460881689814    1870.854430115962         199635.9214085335         -31.37259475535062        16 Oct 2022 01:30:00.000   
-1.591948420968677        1.682544731532962         -0.000251765941353424     -2398.180631144398        204182.940381582          -32.05324423977339        16 Oct 2022 02:15:00.000   
-1.613310799013441        1.680304047708413         -0.0002512459637317696    -6725.353289328483        208722.5649922887         -32.73227498920477        16 Oct 2022 03:00:00.000   
-1.634373784539628        1.679027771254649         -0.0002508798215161858    -11109.78963844894        213257.4501958281         -33.410110893069          16 Oct 2022 03:45:00.000   
-1.655181910367763        1.678678375627735         -0.0002506612708889671    -15550.74248571165        217790.1491340422         -34.08715885429528        16 Oct 2022 04:30:00.000   
-1.675775252725676        1.679218855557475         -0.0002505841849385151    -20047.57877145062        222323.1142917726         -34.76380906990875        16 Oct 2022 05:15:00.000   
-1.696189813306659        1.680612883640806         -0.000250642575194384     -24599.7680583268         226858.6991231911         -35.4404353768747         16 Oct 2022 06:00:00.000   
